日期,赛事,比赛,模拟ID,赛制阶段,市场框架,模拟盘口/价格,模拟方向,虚拟仓位单位,基本面拉力,盘口倾向,Polymarket/交易所情绪,流动性,模拟目的,是否主单,赛果,模拟盈亏单位,过程评级,错误类型,模型更新,开赛时间,比赛ID,赛事原始,国家,层级,五大地区筛选
2026-08-22,英超,Ipswich Town vs Sunderland,20260822-EPL-IPS-SUN-SIM-U25,联赛早期/英超,进球盘,U2.5待核,小2.5,0.25,同档对抗，保守拿分心态,不选边，小球模拟,PM未确认,中,测试英超同档小球,否,Ipswich Town2-1Sunderland,-0.25,D,自动回补-方向输,历史比分自动回补；来源=https://www.espn.com/soccer/match/_/gameId/401879299；仍需人工复盘盘口路径,,20260822-EPL-IPS-SUN-SIM-U25,英超,英格兰,顶级,是
2026-08-22,英超,Nottingham Forest vs Leeds United,20260822-EPL-NFO-LEE-SIM-BTTS,联赛早期/英超,BTTS,BTTS Yes待核,双方进球Yes,0.25,同档对抗双方进球路径,不选边，BTTS模拟,PM未确认,中,测试英超同档BTTS,否,Nottingham Forest0-1Leeds United,-0.25,D,自动回补-方向输,历史比分自动回补；来源=https://www.espn.com/soccer/match/_/gameId/401879298；仍需人工复盘盘口路径,,20260822-EPL-NFO-LEE-SIM-BTTS,英超,英格兰,顶级,是
2026-08-22,法甲,Le Mans vs Brest,20260822-LIG1-LEM-BRE-SIM-U25,联赛早期/法甲,进球盘,U2.5待核,小2.5,0.25,双方拉力有限，低节奏倾向,不选边，小球模拟,PM未确认,中低,测试法甲低节奏,否,Le Mans0-1Brest,+0.25,B,自动回补-方向赢,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,20260822-LIG1-LEM-BRE-SIM-U25,法甲,法国,顶级,是
2026-08-22,法甲,RC Lens vs Auxerre,20260822-LIG1-LEN-AUX-SIM-LENML,联赛早期/法甲,胜平负,Lens ML待核,RC Lens胜,0.25,Lens主场拉力强，Auxerre客场承压,只取ML不追深让,PM未确认,中,测试法甲主胜ML,否,RC Lens5-2Auxerre,+0.25,B,自动回补-方向赢,历史比分自动回补；来源=https://www.espn.com/soccer/match/_/gameId/401876490；仍需人工复盘盘口路径,,20260822-LIG1-LEN-AUX-SIM-LENML,法甲,法国,顶级,是
2026-08-22,法甲,Nice vs Lorient,20260822-LIG1-NIC-LOR-SIM-NICDNB,联赛早期/法甲,DNB,Nice DNB待核,Nice DNB,0.25,Nice主场拉力，Lorient反击不明,不追ML，DNB保护,PM未确认,中,测试法甲主队DNB,否,Nice0-1Lorient,-0.25,D,自动回补-方向输,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,20260822-LIG1-NIC-LOR-SIM-NICDNB,法甲,法国,顶级,是
2026-08-22,法甲,Toulouse vs Lyon,20260822-LIG1-TOU-LYO-SIM-BTTS,联赛早期/法甲,BTTS,BTTS Yes待核,双方进球Yes,0.25,Lyon名气客热，Toulouse主场有进球路径,不追Lyon，BTTS模拟,PM未确认,中,测试法甲名气客队BTTS,否,Toulouse0-1Lyon,-0.25,D,自动回补-方向输,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,20260822-LIG1-TOU-LYO-SIM-BTTS,法甲,法国,顶级,是
2026-08-22,西甲,Athletic Club vs Sevilla,20260822-LIGA-ATH-SEV-SIM-U25,联赛早期/西甲,进球盘,U2.5待核,小2.5,0.25,双方早轮谨慎，胜负拉力对冲,不选边，小球模拟,PM未确认,中,测试西甲早轮小球,否,Athletic Club1-3Sevilla,-0.25,D,自动回补-方向输,历史比分自动回补；来源=https://www.espn.com/soccer/match/_/gameId/401882916；仍需人工复盘盘口路径,,20260822-LIGA-ATH-SEV-SIM-U25,西甲,西班牙,顶级,是
2026-08-22,西甲,Espanyol vs Real Madrid,20260822-LIGA-ESP-RMA-SIM-RMAML,联赛早期/西甲,胜平负,Real Madrid ML待核,Real Madrid胜,0.25,Real Madrid品牌和级别拉力强，客场不追深让,只取ML模拟,PM未确认,中,测试西甲强客ML,否,Espanyol0-1Real Madrid,+0.25,B,自动回补-方向赢,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,20260822-LIGA-ESP-RMA-SIM-RMAML,西甲,西班牙,顶级,是
2026-08-22,西甲,Valencia vs Celta Vigo,20260822-LIGA-VAL-CEL-SIM-U25,联赛早期/西甲,进球盘,U2.5待核,小2.5,0.25,双方拉力有限，西甲低节奏,不选边，小球模拟,PM未确认,中,测试西甲低节奏,否,Valencia0-1Celta Vigo,+0.25,B,自动回补-方向赢,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,20260822-LIGA-VAL-CEL-SIM-U25,西甲,西班牙,顶级,是
2026-08-22,意甲,Genoa vs Napoli,20260822-SERIEA-GEN-NAP-SIM-NAPDNB,联赛早期/意甲,DNB,Napoli DNB待核,Napoli DNB,0.25,Napoli强客拉力，Genoa主场抵抗,不追客胜，DNB保护,PM未确认,中,测试意甲强客DNB,否,Genoa0-1Napoli,+0.25,B,自动回补-方向赢,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,20260822-SERIEA-GEN-NAP-SIM-NAPDNB,意甲,意大利,顶级,是
2026-08-22,意甲,Inter Milan vs Monza,20260822-SERIEA-INT-MON-SIM-INTML,联赛早期/意甲,胜平负,Inter ML待核,Inter Milan胜,0.25,Inter主场和级别拉力强,只取ML不追深让,PM未确认,中,测试意甲强主ML,否,Inter Milan0-1Monza,-0.25,D,自动回补-方向输,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,20260822-SERIEA-INT-MON-SIM-INTML,意甲,意大利,顶级,是
2026-08-22,意甲,Parma vs Cagliari,20260822-SERIEA-PAR-CAG-SIM-U25,联赛早期/意甲,进球盘,U2.5待核,小2.5,0.25,同档早轮谨慎，双方进攻拉力有限,不选边，小球模拟,PM未确认,中低,测试意甲同档小球,否,Parma0-1Cagliari,+0.25,B,自动回补-方向赢,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,20260822-SERIEA-PAR-CAG-SIM-U25,意甲,意大利,顶级,是
2026-08-22,意甲,Udinese vs Como,20260822-SERIEA-UDI-COM-SIM-U25,联赛早期/意甲,进球盘,U2.5待核,小2.5,0.25,同档早轮谨慎，进攻拉力有限,不选边，小球模拟,PM未确认,中低,测试意甲小球,否,Udinese0-1Como,+0.25,B,自动回补-方向赢,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,20260822-SERIEA-UDI-COM-SIM-U25,意甲,意大利,顶级,是
2026-08-23,法甲,昂热 vs 里尔,20260823-TITAN-2995308-赛况更新-不新建赛前模拟,排名/阶段 14-12,赛况更新-不新建赛前模拟,已开赛/已完场；本次严格更新不补造赛前模拟,进行中/待确认 0-2,0,排名/阶段可见；伤停首发未核,Titan007亚盘 开 0.9/-0.75/0.92；即 0.9/-0.75/0.99；欧赔 开 4.3/3.6/1.7；即 4.8/3.7/1.74；去水 主19.8%/平25.7%/客54.6%；返还率94.9%；大小球 开 1.0/2.5/0.8；即 0.86/2.25/1.02；亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：客队上盘，让球基本稳定，上盘水位0.99，下盘水位0.90，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流，不能定论/不能下注；已开赛/已完场,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：仅展示盘口快照；缺伤停/首发/近况/H2H/资金流/完整五板，不形成模拟方向,否,进行中 0-2,不计,,非赛前-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly,,2995308,法甲,法国,顶级,是
2026-08-23,法甲,勒阿弗尔 vs 摩纳哥,20260823-TITAN-2995309-盘口快照-不形成模拟,排名/阶段 15-10,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,排名/阶段可见；伤停首发未核,Titan007亚盘 开 0.85/-0.5/0.97；即 0.89/-0.5/1.0；欧赔 开 3.1/3.75/1.97；即 3.65/3.6/2.0；去水 主26.0%/平26.4%/客47.5%；返还率95.1%；大小球 开 0.95/3.0/0.85；即 1.05/2.75/0.83；亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：客队上盘，让球基本稳定，上盘水位1.00，下盘水位0.89，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：仅展示盘口快照；缺伤停/首发/近况/H2H/资金流/完整五板，不形成模拟方向,否,勒阿弗尔0-3摩纳哥,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,2995309,法甲,法国,顶级,是
2026-08-23,英超,布莱顿 vs 阿斯顿维拉,20260823-TITAN-3003855-赛况更新-不新建赛前模拟,排名/阶段 8-4,赛况更新-不新建赛前模拟,已开赛/已完场；本次严格更新不补造赛前模拟,进行中/待确认 4-0,0,排名/阶段可见；伤停首发未核,Titan007亚盘 开 1.02/0.25/0.8；即 0.78/0.25/1.12；欧赔 开 2.25/3.6/2.66；即 2.08/3.45/3.65；去水 主46.0%/平27.7%/客26.2%；返还率95.7%；大小球 开 0.98/3.0/0.82；即 1.04/2.5/0.85；亚盘意图候选：诱上/阻下（低证据）；依据：主队上盘，让球基本稳定，上盘水位0.78，下盘水位1.12，欧赔支持上盘；缺伤停、首发、近5场、H2H、PM/必发资金流，不能定论/不能下注；已开赛/已完场,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：仅展示盘口快照；缺伤停/首发/近况/H2H/资金流/完整五板，不形成模拟方向,否,进行中 4-0,不计,,非赛前-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly,,3003855,英超,英格兰,顶级,是
2026-08-23,英超,曼彻斯特城 vs 伯恩茅斯,20260823-TITAN-3003856-赛况更新-不新建赛前模拟,排名/阶段 2-6,赛况更新-不新建赛前模拟,已开赛/已完场；本次严格更新不补造赛前模拟,进行中/待确认 0-1,0,排名/阶段可见；伤停首发未核,Titan007亚盘 开 0.97/1.25/0.85；即 0.98/1.25/0.91；欧赔 开 1.45/4.7/5.1；即 1.45/4.75/6.8；去水 主65.9%/平20.1%/客14.0%；返还率95.5%；大小球 开 0.8/3.25/1.0；即 0.96/3.0/0.92；亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：主队上盘，让球基本稳定，上盘水位0.98，下盘水位0.91，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流，不能定论/不能下注；已开赛/已完场,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：仅展示盘口快照；缺伤停/首发/近况/H2H/资金流/完整五板，不形成模拟方向,否,进行中 0-1,不计,,非赛前-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly,,3003856,英超,英格兰,顶级,是
2026-08-23,英超,纽卡斯尔联 vs 利物浦,20260823-TITAN-3003857-盘口快照-不形成模拟,排名/阶段 12-5,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,排名/阶段可见；伤停首发未核,Titan007亚盘 开 0.8/-0.25/1.02；即 0.99/-0.5/0.9；欧赔 开 2.61/3.75/2.23；即 3.8/4.0/1.9；去水 主25.3%/平24.1%/客50.6%；返还率96.2%；大小球 开 1.0/3.25/0.8；即 1.05/3.25/0.84；亚盘意图候选：真实示强/阻上（低证据）；依据：客队上盘，让球加深，上盘水位0.90，下盘水位0.99，欧赔支持上盘；缺伤停、首发、近5场、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：仅展示盘口快照；缺伤停/首发/近况/H2H/资金流/完整五板，不形成模拟方向,否,纽卡斯尔联0-3利物浦,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3003857,英超,英格兰,顶级,是
2026-08-23,英冠,西布罗姆维奇 vs 伯恩利,20260823-TITAN-3008171-赛况更新-不新建赛前模拟,排名/阶段 10-17,赛况更新-不新建赛前模拟,已开赛/已完场；本次严格更新不补造赛前模拟,已完场 3-1,0,排名/阶段可见；伤停首发未核,Titan007亚盘 开 1.08/0.0/0.8；即 0.82/0.0/1.07；欧赔 开 2.84/3.15/2.44；即 2.45/3.2/2.8；去水 主37.9%/平29.0%/客33.1%；返还率92.8%；大小球 开 0.91/2.25/0.96；即 0.92/2.5/0.95；亚盘意图候选：诱上/阻下（低证据）；依据：主队上盘，让球基本稳定，上盘水位0.82，下盘水位1.07，欧赔支持上盘；缺伤停、首发、近5场、H2H、PM/必发资金流，不能定论/不能下注；已开赛/已完场,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：仅展示盘口快照；缺伤停/首发/近况/H2H/资金流/完整五板，不形成模拟方向,否,3-1,不计,,非赛前-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly,,3008171,英冠,英格兰,次级,是
2026-08-23,西甲,马德里竞技 vs 比利亚雷亚尔,20260823-TITAN-3013653-盘口快照-不形成模拟,排名/阶段 5-8,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,排名/阶段可见；伤停首发未核,Titan007亚盘 开 0.88/0.5/1.0；即 1.07/0.75/0.82；欧赔 开 1.88/3.85/4.05；即 1.83/4.0/4.1；去水 主52.5%/平24.0%/客23.4%；返还率96.1%；大小球 开 0.98/2.5/0.88；即 0.84/2.75/1.05；亚盘意图候选：阻上/诱下（低证据）；依据：主队上盘，让球加深，上盘水位1.07，下盘水位0.82，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：仅展示盘口快照；缺伤停/首发/近况/H2H/资金流/完整五板，不形成模拟方向,否,马德里竞技0-3比利亚雷亚尔,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3013653,西甲,西班牙,顶级,是
2026-08-23,西乙,埃瓦尔 vs 巴拉多利德,20260823-TITAN-3014037-盘口快照-不形成模拟,排名/阶段 20-21,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,排名/阶段可见；伤停首发未核,Titan007亚盘 开 0.94/0.25/0.94；即 1.05/0.5/0.84；欧赔 开 2.21/3.25/3.15；即 2.05/3.05/3.8；去水 主45.2%/平30.4%/客24.4%；返还率92.7%；大小球 开 1.05/2.25/0.82；即 0.87/2.0/1.0；亚盘意图候选：阻上/诱下（低证据）；依据：主队上盘，让球加深，上盘水位1.05，下盘水位0.84，欧赔支持上盘；缺伤停、首发、近5场、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：仅展示盘口快照；缺伤停/首发/近况/H2H/资金流/完整五板，不形成模拟方向,否,埃瓦尔0-3巴拉多利德,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3014037,西乙,西班牙,次级,是
2026-08-24,意甲,罗马 vs 佛罗伦萨,20260824-TITAN-2993755-盘口快照-不形成模拟,排名/阶段 3-15,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 3-15；综合评分 主64/客36；伤停 主[7 佩莱格里尼(前腰)-腿筋受伤、69 巴(后腰)-受伤、2 伦希(右后卫)-肌肉问题] / 客[65 帕里西(左后卫)-十字韧带损伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主7胜2平1负 / 客4胜4平2负；主队 客队/记录: 主6胜4平0负 / 客6胜1平3负；H2H 全部/记录: 主3胜2平1负 / 客1胜2平3负；主客相同/记录: 主5胜1平0负 / 客0胜1平5负,Titan007亚盘 开 0.84/1.0/0.98；即 0.95/0.75/0.94；欧赔 开 1.47/4.1/5.7；即 1.72/3.8/5.0；去水 主55.7%/平25.2%/客19.1%；返还率95.7%；大小球 开 0.88/2.5/0.92；即 0.9/2.5/0.99；亚盘意图候选：真实示弱/阻下（中证据）；依据：主队上盘，让球退盘，上盘水位0.95，下盘水位0.94，欧赔削弱上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,罗马4-0佛罗伦萨,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007完场页:20260825_1050_Over_20260824.htm；仍需人工复盘盘口路径,,2993755,意甲,意大利,顶级,是
2026-08-24,意甲,博洛尼亚 vs 拉齐奥,20260824-TITAN-2993757-盘口快照-不形成模拟,排名/阶段 8-9,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 8-9；综合评分 主52/客48；伤停 主[16 N·卡萨勒(中卫)-伤病] / 客[4 帕特里(中卫)-未知的损伤、32 卡塔尔迪(后腰)-耻骨炎、2 吉戈特(中卫)-背部问题、55 阿莱西奥·弗拉内托(...]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜2平4负 / 客3胜2平5负；主队 客队/记录: 主3胜3平4负 / 客3胜4平3负；H2H 全部/记录: 主2胜2平2负 / 客2胜2平2负；主客相同/记录: 主3胜2平1负 / 客1胜2平3负,Titan007亚盘 开 1.04/0.5/0.78；即 1.02/0.25/0.87；欧赔 开 2.04/3.3/3.3；即 2.36/3.05/3.45；去水 主40.7%/平31.5%/客27.8%；返还率96.0%；大小球 开 0.9/2.25/0.9；即 1.03/2.25/0.86；亚盘意图候选：真实示弱/阻下（中证据）；依据：主队上盘，让球退盘，上盘水位1.02，下盘水位0.87，欧赔削弱上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,博洛尼亚0-1拉齐奥,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007完场页:20260825_1050_Over_20260824.htm；仍需人工复盘盘口路径,,2993757,意甲,意大利,顶级,是
2026-08-24,德国杯,艾尔格里尼克<font color=#880000>(中)</font> vs 沃尔夫斯堡,20260824-TITAN-2995126-盘口快照-不形成模拟,排名/阶段 德地区东北3-德乙4,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 德地区东北3-德乙4；综合评分 主55/客45；伤停 主[25 布鲁克斯(中卫)-肌肉问题、0 希克斯辛斯基(中场)-未知的损伤、13 埃里克·塔利格(前锋)-十字韧带撕裂、0 ...] / 客[24 埃里克森(前腰)-心脏状况、29 威伦罗特尔(守门员)-膝关节损伤、13 罗热里奥(左后卫)-肌肉损伤、0 万科斯...]；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜3平2负 / 客3胜5平2负；主队 客队/记录: 主5胜2平3负 / 客3胜4平3负,Titan007亚盘 开 0.99/-2.0/0.83；即 1.0/-2.5/0.88；欧赔 开 10.5/6.7/1.17；即 14.5/8.6/1.09；去水 主6.3%/平10.5%/客83.2%；返还率90.7%；大小球 开 0.82/3.5/0.98；即 0.93/4.0/0.93；亚盘意图候选：真实示强/阻上（中证据）；依据：客队上盘，让球加深，上盘水位0.88，下盘水位1.00，欧赔变化不大；缺首发、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,艾尔格里尼克<font color=#880000>(中)</font>2-2沃尔夫斯堡,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007完场页:20260825_1050_Over_20260824.htm；仍需人工复盘盘口路径,,2995126,德国杯,德国,杯赛,是
